0.0009847,0.00000001406733430,2.1586,0.7005
0.0056463,0.00000000092307340,0.7825,0.6259
0.0070857,0.00000000058995280,0.6266,0.1764
0.0089288,0.00000000036656670,0.4899,0.5851
0.0124748,0.00000000017718690,0.3304,0.5815
0.0008515,0.00000001566119280,2.0926,0.8852
0.0016995,0.00000000624008350,1.6217,0.8295
0.0011821,0.00000000046295720,0.0846,0.7080
0.0012351,0.00000000018253050,0.0348,0.3076
0.0013963,0.00000000386102220,0.8291,0.4104
0.0015786,0.00000004647499380,11.2458,0.6447
0.0016712,0.00000000050433810,0.1289,0.4809
0.0020807,0.00000000303566270,0.9612,0.7282
0.0021739,0.00000000131068440,0.4332,0.8987
0.0021878,0.00000000053453210,0.1778,0.4149
0.0022123,0.00000002434504510,8.1874,0.5105
0.0023114,0.00000001336499130,4.6917,0.2570
0.0023442,0.00000000085062160,0.3027,0.6466
0.0029674,0.00000000240808480,1.0806,0.3329
0.0008161,0.00000000074371850,0.0954,0.3140
0.0008197,0.00000000030912530,0.0398,0.0548
0.0014945,0.00000000092869370,0.2130,0.1529
0.0017138,0.00000000048654610,0.1275,0.7932
0.0019308,0.00000000113887380,0.3352,0.0086
0.0020814,0.00000000303412970,0.9611,0.2400
0.0025055,0.00000002009747330,7.6364,0.6088
0.0026187,0.00000000294307440,1.1678,0.2088
0.0026536,0.00000001077664850,4.3322,0.4124
0.0037747,0.00000000178083450,1.0132,0.1901
0.0048630,0.00000000113346070,0.8286,0.8672
0.0059300,0.00000000078006290,0.6942,0.8297
0.0086038,0.00000000036877490,0.4750,0.9768
